,matter,injection_params,weight,size,is_defect,platemark,type,price_before_takeoff
20362,silver,None,1.6,18.0,0,925,engagement,68.16
20363,silver,"1 Кристалл Sw 6,25*5",1.64,16.5,1,925,decorative,121.39
20365,gold,"1 Бриллиант Кр-57-0.08ct-3/5А, 2 Бриллиант Кр-57-0.12ct-3/5А",2.86,20.5,0,585,decorative,2715.17
20366,gold,"1 Бриллиант Кр-57-0.08ct-3/5А, 2 Бриллиант Кр-57-0.12ct-3/5А",2.92,20.0,0,585,decorative,2755.4
20367,gold,"1 Фианит бесцветный Круг 3,5",1.53,17.5,0,585,decorative,880.48
20368,gold,"1 Фианит бесцветный Круг 3,5",1.72,17.0,0,585,decorative,767.52
20370,gold,None,2.18,17.0,1,585,decorative,1195.23
20371,gold,None,2.22,17.5,0,585,decorative,912.2
20372,gold,None,2.24,16.5,0,585,decorative,1228.17
20373,gold,"1 Бр Кр-57 3/6А 0,059Ct",0.99,15.5,0,585,engagement,955.87
20374,gold,"1 Бр Кр-57 3/6А 0,059Ct",1.08,17.0,0,585,engagement,1017.28
20375,gold,"1 Бр Кр-57 3/6А 0,059Ct",1.18,16.5,0,585,engagement,1051.75
20376,gold,"1 Бр Кр-57 3/6А 0,059Ct",0.93,16.5,0,585,engagement,908.52
20377,gold,"1 Жемчуг преснов. Кр Кабошон 7*7,5; 6 Фианит б/ц Кр 1",1.82,18.0,0,585,decorative,1110.24
20378,silver,"1 Фианит Swarovski Круг 3,50 0,064, 48 Фианит Круг 0,80 0,045",2.01,16.5,0,925,decorative,147.13
20379,silver,"4 Фианит б/ц Круг 1,25; 4 Фианит б/ц Круг 1,5; 6 Фианит б/ц Круг 1; 1 Фианит б/ц Круг 4",1.54,18.0,0,925,decorative,81.34
20380,silver,"4 Фианит б/ц Круг 1,25; 4 Фианит б/ц Круг 1,5; 6 Фианит б/ц Круг 1; 1 Фианит б/ц Круг 4",1.6,18.0,0,925,decorative,84.54
20381,silver,"4 Фианит б/ц Круг 1,25; 4 Фианит б/ц Круг 1,5; 6 Фианит б/ц Круг 1; 1 Фианит б/ц Круг 4",1.63,18.5,0,925,decorative,86.13
20382,silver,"4 Фианит б/ц Круг 1,25; 4 Фианит б/ц Круг 1,5; 6 Фианит б/ц Круг 1; 1 Фианит б/ц Круг 4",1.62,18.5,0,925,decorative,85.6
20383,gold,None,4.95,17.5,0,585,decorative,3481.09
20385,gold,"1БРКр-57 4/5A 0,29",2.89,17.5,0,585,engagement,5509.96
20386,gold,"1БРКр-57 4/5A 0,29",2.98,17.5,0,585,engagement,4878.14
20387,gold,"1БРКр-57 4/5A 0,29",2.56,17.0,0,585,engagement,4689.1
20392,silver,None,2.99,18.5,0,925,decorative,128.54
20395,silver,None,2.83,17.5,0,925,decorative,121.66
20396,silver,None,5.49,17.0,0,925,decorative,200.88
20397,gold,1 Бриллиант Кр-57-0.06ct-3/5А. 8 Бриллиант Кр-57-0.06ct-3/6А. 16 Бриллиант Кр-57-0.05ct-3/5А.,1.4,16.0,0,585,decorative,1203.9
20398,gold,None,2.57,18.5,0,585,decorative,1051.98
20399,silver,None,2.3,17.5,0,925,engagement,110.35
20400,gold,"Бриллиант: 5 БрКр57-0,26-3/3 А ",2.04,15.0,0,585,decorative,1870.0
20401,gold,"1 бр 0,004ct 4/5А кр-57; 1 бр 0,155ct 4/5А кр-57",1.59,16.0,1,585,engagement,2216.68
20402,gold,"1 бр 0,004ct 4/5А кр-57; 1 бр 0,155ct 4/5А кр-57",1.5,15.5,0,585,engagement,2149.47
20403,gold,"1 бр 0,004ct 4/5А кр-57; 1 бр 0,155ct 4/5А кр-57",1.52,16.0,0,585,engagement,2164.42
20404,gold,"1 бр 0,004ct 4/5А кр-57; 1 бр 0,155ct 4/5А кр-57",1.58,16.5,0,585,engagement,2209.22
20405,gold,"1 бр 0,004ct 4/5А кр-57; 1 бр 0,155ct 4/5А кр-57",1.66,16.5,0,585,engagement,2268.95
20406,gold,"1 бр 0,004ct 4/5А кр-57; 1 бр 0,155ct 4/5А кр-57",1.76,17.5,0,585,engagement,2343.62
20408,gold,"1 бр 0,004ct 4/5А кр-57; 1 бр 0,155ct 4/5А кр-57",1.57,16.0,0,585,engagement,2201.74
20409,gold,"1 бр 0,004ct 4/5А кр-57; 1 бр 0,155ct 4/5А кр-57",1.6,16.0,0,585,engagement,2224.16
20410,gold,"1 бр 0,004ct 4/5А кр-57; 1 бр 0,155ct 4/5А кр-57",1.69,16.5,0,585,engagement,2291.34
20411,gold,"1 бр 0,004ct 4/5А кр-57; 1 бр 0,155ct 4/5А кр-57",1.78,18.0,0,585,engagement,2358.55
20412,gold,"1Сапфир иск. 0,23  4БРКр-57 4/5A 0,02",4.45,17.0,0,585,decorative,2042.64
20413,gold,"1Сапфир иск. 0,23  4БРКр-57 4/5A 0,02",4.72,18.0,0,585,decorative,2160.77
20414,gold,"2 Фианит Кр 2,50 0,046;2 Фианит Кр 2,25 0,032;1 Фианит Кр 2,00 0,011;4 Фианит Кр 1,75  0,034;3 Фианит Кр 1,50 0,017;3 Фианит Кр 1,25 0,009;",2.08,17.5,0,585,decorative,1382.41
20415,gold,"2 Фианит Кр 2,50 0,046;2 Фианит Кр 2,25 0,032;1 Фианит Кр 2,00 0,011;4 Фианит Кр 1,75  0,034;3 Фианит Кр 1,50 0,017;3 Фианит Кр 1,25 0,009;",2.11,17.0,0,585,decorative,1402.33
20416,gold,"9 Фианит б/ц Круг 1,25",2.26,18.5,0,585,decorative,1062.67
20417,gold,"9 Фианит б/ц Круг 1,25",2.88,20.5,1,585,decorative,2004.05
20418,gold,"9 Фианит б/ц Круг 1,25",2.36,17.0,0,585,decorative,1693.3
20419,gold,"9 Фианит б/ц Круг 1,25",2.67,18.0,0,585,decorative,1915.7
20421,silver,None,5.8,17.5,0,925,decorative,214.37
20422,gold,1 Сапфир Ов-0.29ct-3/3А.,2.33,17.5,0,585,decorative,1231.94
20423,gold,6 Бриллиант Кр-57-0.02ct-3/5А. 1 Бриллиант Кр-57-0.16ct-4/5А.,1.49,16.0,0,585,decorative,1551.02
20424,silver,"1 Фианит Swarovski Круг 4,00 0,093, 12 Фианит Круг 1,25 0,041, 4 Фианит Круг 1,00 0,007",2.46,20.0,0,925,decorative,477.66
20425,gold,None,1.62,16.5,0,585,decorative,897.12
20426,gold,None,1.64,17.0,0,585,decorative,680.62
20428,silver,None,3.09,20.0,0,925,pechatki,243.4
20429,silver,None,3.07,21.0,0,925,pechatki,241.89
20430,silver,None,2.84,19.0,0,925,pechatki,223.76
20433,silver,None,3.16,20.5,0,925,pechatki,249.01
20434,silver,None,2.66,18.0,0,925,pechatki,209.55
20435,gold,"6 Фианит круг 2,0=0,39; 1 Жемчуг белый 8-8,5=3,361",2.71,17.0,0,925,decorative,1696.68
20436,gold,"6 Фианит круг 2,0=0,39; 1 Жемчуг белый 8-8,5=3,361",2.78,17.5,0,925,decorative,1740.56
20437,gold,"6 Фианит круг 2,0=0,39; 1 Жемчуг белый 8-8,5=3,361",2.79,17.0,0,925,decorative,1746.76
20438,gold,"6 Фианит круг 2,0=0,39; 1 Жемчуг белый 8-8,5=3,361",2.25,16.5,0,925,decorative,137.9
20439,gold,"6 Фианит круг 2,0=0,39; 1 Жемчуг белый 8-8,5=3,361",2.26,17.5,0,925,decorative,138.54
20440,gold,"6 Фианит круг 2,0=0,39; 1 Жемчуг белый 8-8,5=3,361",2.31,17.0,0,925,decorative,141.56
20441,gold,"6 Фианит круг 2,0=0,39; 1 Жемчуг белый 8-8,5=3,361",2.28,17.0,0,925,decorative,139.67
20442,gold,"6 Фианит круг 2,0=0,39; 1 Жемчуг белый 8-8,5=3,361",2.28,16.5,0,925,decorative,139.67
20443,silver,"1 Фианит Swarovski Круг 4,00 0,092, 14 Фианит Круг 1,25 0,047",2.06,18.5,0,925,engagement,150.79
20444,silver,"1 Фианит Swarovski Круг 4,00 0,092, 14 Фианит Круг 1,25 0,047",2.03,17.0,0,925,engagement,148.56
20445,gold,"1 Фианит Кр 4,00 0,084;6 Фианит Кр 1,25 0,018;",1.6,16.5,0,585,engagement,1063.38
20446,gold,"1 Фианит Кр 4,00 0,084;6 Фианит Кр 1,25 0,018;",1.61,16.5,0,585,engagement,1070.05
20447,gold,"1 Фианит Кр 4,00 0,084;6 Фианит Кр 1,25 0,018;",1.81,17.0,0,585,engagement,1202.98
20448,gold,"1 Фианит Кр 4,00 0,084;6 Фианит Кр 1,25 0,018;",1.54,16.0,0,585,engagement,1023.5
20449,gold,"1 Фианит Кр 4,00 0,084;6 Фианит Кр 1,25 0,018;",1.71,16.5,0,585,engagement,1136.52
20450,gold,"1 Фианит Кр 4,00 0,084;6 Фианит Кр 1,25 0,018;",1.75,17.0,0,585,engagement,1163.1
20451,gold,"1 Фианит Кр 4,00 0,084;6 Фианит Кр 1,25 0,018;",1.61,17.5,0,585,engagement,1070.05
20452,gold,"1 Фианит Кр 4,00 0,084;6 Фианит Кр 1,25 0,018;",1.67,16.0,0,585,engagement,1109.93
20453,gold,"1 Фианит Кр 4,00 0,084;6 Фианит Кр 1,25 0,018;",1.66,17.0,0,585,engagement,1104.25
20454,gold,"7БРКр-57 4/2A 0,07",1.47,18.0,0,585,engagement,1377.95
20455,gold,"7БРКр-57 4/2A 0,07",1.5,17.0,0,585,engagement,1390.38
20457,silver,None,4.26,17.0,0,925,decorative,173.55
20458,silver,None,4.33,16.5,0,925,decorative,176.36
20459,silver,None,4.41,18.0,0,925,decorative,179.66
20460,silver,None,4.45,17.5,0,925,decorative,181.29
20461,silver,None,4.5,17.5,0,925,decorative,183.33
20462,silver,None,4.66,18.5,1,925,decorative,189.8
20463,gold,"1 Цирконий кр 3,00 0,00",1.28,16.5,0,585,decorative,612.4
20464,gold,"1 Цирконий кр 3,00 0,00",1.38,17.5,0,585,decorative,688.55
20465,gold,"1 Цирконий кр 3,00 0,00",1.44,17.5,0,585,decorative,688.91
20466,gold,"1 Цирконий кр 3,00 0,00",1.28,16.0,0,585,decorative,638.69
20467,silver,None,4.17,17.0,0,925,decorative,270.3
20468,silver,None,4.46,18.0,0,925,decorative,289.14
20469,gold,1 Бриллиант Кр-57-0.16ct-4/6А.,1.42,16.0,0,585,decorative,1391.32
20470,gold,1 Бриллиант Кр-57-0.16ct-4/6А.,1.46,17.5,0,585,decorative,1410.24
20471,gold,1 Бриллиант Кр-57-0.16ct-4/6А.,1.51,17.5,0,585,decorative,1433.9
20472,gold,1 Бриллиант Кр-57-0.16ct-4/6А.,1.41,17.0,0,585,decorative,1498.25
20473,silver,None,0.81,16.0,0,925,decorative,86.22
20474,silver,None,0.93,17.5,0,925,decorative,99.01
20475,silver,None,0.94,17.5,0,925,decorative,100.08
20477,silver,None,1.08,16.5,0,925,decorative,115.0
20478,silver,"1 Фианит Круг 4,25=0,55",1.44,16.0,0,925,engagement,99.1
20479,silver,"1 Фианит Круг 4,25=0,55",1.4,15.0,0,925,engagement,96.35
20480,silver,"1 Фианит Круг 4,25=0,55",1.58,18.0,0,925,engagement,108.78
20481,silver,"1 Фианит Круг 4,25=0,55",1.5,16.5,0,925,engagement,103.28
20482,silver,"1 Фианит Круг 4,25=0,55",1.4,17.5,0,925,engagement,96.35
20483,silver,"1 Фианит Круг 4,25=0,55",1.41,17.5,0,925,engagement,97.06
20484,gold,1 Фианит б/ц Круг 4,1.25,16.5,0,375,engagement,645.83
20485,gold,"19 Фианит б/ц Круг 1,25",1.2,16.5,0,585,decorative,873.9
20486,gold,"19 Фианит б/ц Круг 1,25",1.18,15.5,0,585,decorative,859.33
20487,gold,"12 Фианит круг 1,0=0,096; 1 Жемчуг белый 8-8,5=3,364",2.2,16.0,0,925,decorative,1377.38
20488,gold,"12 Фианит круг 1,0=0,096; 1 Жемчуг белый 8-8,5=3,364",1.89,16.0,0,925,decorative,115.8
20489,gold,"12 Фианит круг 1,0=0,096; 1 Жемчуг белый 8-8,5=3,364",1.91,16.0,0,925,decorative,117.04
20490,gold,"12 Фианит круг 1,0=0,096; 1 Жемчуг белый 8-8,5=3,364",2.11,16.5,0,925,decorative,129.3
20491,gold,"12 Фианит круг 1,0=0,096; 1 Жемчуг белый 8-8,5=3,364",2.22,16.5,0,925,decorative,136.04
20492,gold,1 Топаз SW Антик Кушон 8*6; 6 Фианит SW  Круг 2,1.71,17.0,0,585,decorative,1205.7
20493,gold,1 Топаз SW Антик Кушон 8*6; 6 Фианит SW  Круг 2,1.81,18.0,0,585,decorative,1276.19
20494,gold,1 Топаз SW Антик Кушон 8*6; 6 Фианит SW  Круг 2,1.72,16.5,0,585,decorative,1250.06
20496,gold,1 Аметист Овал 7*5; 16 Фианит бесцветный Круг 1,1.62,16.5,0,585,decorative,967.16
20497,silver,None,3.94,17.0,0,925,decorative,211.3
20498,silver,None,3.92,17.5,0,925,decorative,210.19
20499,silver,None,3.69,17.0,0,925,decorative,347.93
20500,silver,None,3.76,17.0,0,925,decorative,354.49
20501,silver,None,3.79,18.0,0,925,decorative,357.32
20502,silver,"1 Фианит Swarovski Круг 5,00 0,178, 4 Фианит Круг 1,50 0,023, 4 Фианит Круг 1,25 0,014, 6 Фианит Круг 1,00 0,011",1.63,16.0,0,925,decorative,119.25
20503,silver,"1 Фианит Swarovski Круг 5,00 0,178, 4 Фианит Круг 1,50 0,023, 4 Фианит Круг 1,25 0,014, 6 Фианит Круг 1,00 0,011",1.73,17.5,0,925,decorative,126.64
20505,gold,1 Бриллиант Кр-57-0.16ct-4/5А,1.91,18.0,0,585,engagement,2098.25
20507,gold,1 Бриллиант Кр-57-0.16ct-4/5А,2.26,16.5,0,585,engagement,2332.91
20508,gold,1 Бриллиант Кр-57-0.16ct-4/5А,2.16,16.5,0,585,engagement,2265.86
20513,silver,None,2.7,18.0,1,925,decorative,95.8
20514,silver,"34 Фианит круг 1,25=0,544; 59 Фианит круг 1,0=0,472",4.05,19.5,0,925,decorative,291.96
20515,silver,"34 Фианит круг 1,25=0,544; 59 Фианит круг 1,0=0,472",4.1,19.0,0,925,decorative,295.53
20516,silver,"34 Фианит круг 1,25=0,544; 59 Фианит круг 1,0=0,472",4.21,19.5,0,925,decorative,303.5
20517,silver,"34 Фианит круг 1,25=0,544; 59 Фианит круг 1,0=0,472",4.09,19.5,0,925,decorative,294.81
20518,silver,"34 Фианит круг 1,25=0,544; 59 Фианит круг 1,0=0,472",3.99,18.5,0,925,decorative,287.64
20519,silver,"34 Фианит круг 1,25=0,544; 59 Фианит круг 1,0=0,472",4.08,18.5,0,925,decorative,294.09
20520,silver,"34 Фианит круг 1,25=0,544; 59 Фианит круг 1,0=0,472",4.12,18.5,0,925,decorative,297.05
20521,gold,None,2.46,19.0,0,375,decorative,1258.78
20522,gold,None,2.5,19.0,0,375,decorative,1279.2
20523,gold,None,2.42,19.5,0,375,decorative,1238.27
20524,gold,None,2.32,19.5,0,375,decorative,1072.05
20525,gold,None,2.38,20.0,0,375,decorative,1099.75
20527,gold,None,2.41,20.0,0,375,decorative,1113.59
20528,gold,"1БРКр-57 5/7аA 0,3",1.37,16.5,0,585,engagement,7206.3
20529,gold,"1БРКр-57 5/7аA 0,3",1.4,17.5,0,585,engagement,6931.97
20530,gold,"1БРКр-57 5/7аA 0,3",1.26,16.0,0,585,engagement,5496.78
20531,gold,"1БРКр-57 5/7аA 0,3",1.28,17.0,0,585,engagement,3783.62
20532,gold,"1БРКр-57 5/7аA 0,3",1.3,16.0,0,585,engagement,3506.07
20533,gold,"1БРКр-57 5/7аA 0,3",1.31,17.0,0,585,engagement,6214.51
20534,gold,"1БРКр-57 5/7аA 0,3",1.43,17.5,0,585,engagement,3881.41
20535,gold,"1БРКр-57 5/7аA 0,3",1.33,17.0,0,585,engagement,4935.67
20536,silver,None,3.32,17.5,0,925,decorative,120.22
20537,silver,None,3.38,18.0,0,925,decorative,122.39
20538,silver,"2 Куб. Цирконий маркиз 4,00*2,00; 1 Куб. Цирконий кр 3,00; 2 Куб. Цирконий кр 1,75",1.17,16.0,0,925,decorative,48.84
20539,silver,None,5.61,17.0,0,925,decorative,228.55
20540,silver,None,5.66,18.0,0,925,decorative,230.59
20541,silver,None,5.33,17.5,0,925,decorative,217.14
20542,silver,None,5.83,17.5,0,925,decorative,237.51
20543,silver,None,5.36,18.5,0,925,decorative,218.37
20545,gold,None,1.95,17.5,0,585,decorative,1065.03
20546,silver,20 Фианит б/ц Круг 1; 1 Фианит б/ц Круг 4,1.76,17.5,0,925,decorative,103.89
20547,gold,"1 Цирконий круг 4,00 0,07",2.39,19.5,0,585,decorative,1702.66
20548,gold,"1 Цирконий круг 4,00 0,07",2.22,18.0,0,585,decorative,1581.53
20549,gold,"1 Цирконий круг 4,00 0,07",2.29,19.0,0,585,decorative,1631.37
20550,gold,"1 Цирконий круг 4,00 0,07",2.16,18.5,0,585,decorative,1538.81
20551,gold,"6 Фианит круг 2,0=0,39; 1 Жемчуг белый 8-8,5=3,467",1.89,15.5,0,925,decorative,115.8
20552,gold,"6 Фианит круг 2,0=0,39; 1 Жемчуг белый 8-8,5=3,467",2.03,17.0,0,925,decorative,124.42
20553,gold,"6 Фианит круг 2,0=0,39; 1 Жемчуг белый 8-8,5=3,467",2.07,16.5,0,925,decorative,126.81
20554,gold,"1Сапфир нат. Гр 2/2 0,46  1Сапфир нат. М 2/2 0,11  1Сапфир нат. М 2/2 0,18  7БРКр-57 3/5Б 0,04",1.62,16.5,0,585,decorative,1774.95
20555,gold,"1Сапфир нат. Гр 2/2 0,46  1Сапфир нат. М 2/2 0,11  1Сапфир нат. М 2/2 0,18  7БРКр-57 3/5Б 0,04",1.71,16.5,0,585,decorative,1815.76
20556,gold,"1Сапфир нат. Гр 2/2 0,46  1Сапфир нат. М 2/2 0,11  1Сапфир нат. М 2/2 0,18  7БРКр-57 3/5Б 0,04",1.79,17.0,0,585,decorative,1848.23
20557,gold,"1Сапфир нат. Гр 2/2 0,46  1Сапфир нат. М 2/2 0,11  1Сапфир нат. М 2/2 0,18  7БРКр-57 3/5Б 0,04",1.85,17.0,0,585,decorative,1915.82
20558,gold,"1Сапфир нат. Гр 2/2 0,46  1Сапфир нат. М 2/2 0,11  1Сапфир нат. М 2/2 0,18  7БРКр-57 3/5Б 0,04",1.89,17.5,0,585,decorative,1932.11
20559,gold,None,2.41,18.0,0,585,decorative,1941.35
20560,silver,None,6.26,18.5,0,925,decorative,275.75
20561,silver,None,7.57,18.0,0,925,decorative,275.78
20562,silver,1 Топаз Круг 7; 2 Фианит б/ц Круг 2,2.29,17.5,0,925,decorative,140.13
20563,gold,"2 Фианит б/ц Круг 1,25; 1 Фианит б/ц Круг 1,5; 1 Фианит б/ц Круг 1,75; 1 Фианит б/ц Круг 2; 1 Фианит б/ц Круг 2,5; 1 Фианит б/ц Круг 3",1.61,16.0,0,585,decorative,757.02
20564,gold,"2 Фианит б/ц Круг 1,25; 1 Фианит б/ц Круг 1,5; 1 Фианит б/ц Круг 1,75; 1 Фианит б/ц Круг 2; 1 Фианит б/ц Круг 2,5; 1 Фианит б/ц Круг 3",1.75,17.0,0,585,decorative,822.87
20565,gold,"2 Фианит б/ц Круг 1,25; 1 Фианит б/ц Круг 1,5; 1 Фианит б/ц Круг 1,75; 1 Фианит б/ц Круг 2; 1 Фианит б/ц Круг 2,5; 1 Фианит б/ц Круг 3",1.77,17.0,0,585,decorative,832.24
20566,gold,"2 Фианит б/ц Круг 1,25; 1 Фианит б/ц Круг 1,5; 1 Фианит б/ц Круг 1,75; 1 Фианит б/ц Круг 2; 1 Фианит б/ц Круг 2,5; 1 Фианит б/ц Круг 3",1.78,17.0,0,585,decorative,836.94
20567,gold,"2 Фианит б/ц Круг 1,25; 1 Фианит б/ц Круг 1,5; 1 Фианит б/ц Круг 1,75; 1 Фианит б/ц Круг 2; 1 Фианит б/ц Круг 2,5; 1 Фианит б/ц Круг 3",1.64,16.0,0,585,decorative,1140.14
20568,gold,"2 Фианит б/ц Круг 1,25; 1 Фианит б/ц Круг 1,5; 1 Фианит б/ц Круг 1,75; 1 Фианит б/ц Круг 2; 1 Фианит б/ц Круг 2,5; 1 Фианит б/ц Круг 3",1.65,16.5,0,585,decorative,1183.83
20569,gold,2 Фианит б/ц Круг 2; 1 Фианит б/ц Круг 3,2.12,16.5,0,585,decorative,989.21
20570,gold,2 Фианит б/ц Круг 2; 1 Фианит б/ц Круг 3,2.0,16.5,0,585,decorative,933.18
20571,gold,2 Фианит б/ц Круг 2; 1 Фианит б/ц Круг 3,2.06,17.5,0,585,decorative,961.2
20572,gold,2 Фианит б/ц Круг 2; 1 Фианит б/ц Круг 3,2.17,16.0,0,585,decorative,1012.52
20573,gold,2 Фианит б/ц Круг 2; 1 Фианит б/ц Круг 3,2.19,16.0,0,585,decorative,1021.88
20574,gold,2 Фианит б/ц Круг 2; 1 Фианит б/ц Круг 3,2.19,17.0,0,585,decorative,1021.88
20575,gold,2 Фианит б/ц Круг 2; 1 Фианит б/ц Круг 3,2.21,17.0,0,585,decorative,1031.19
20576,gold,"22 Фианит круг 1,0=0,176; 1 Жемчуг белый 8-8,5=3,378",2.84,17.0,0,925,decorative,1778.12
20577,gold,"22 Фианит круг 1,0=0,176; 1 Жемчуг белый 8-8,5=3,378",2.9,17.0,0,925,decorative,1815.69
20578,gold,"22 Фианит круг 1,0=0,176; 1 Жемчуг белый 8-8,5=3,378",2.46,17.5,0,925,decorative,158.06
20579,gold,"22 Фианит круг 1,0=0,176; 1 Жемчуг белый 8-8,5=3,378",2.47,17.0,0,925,decorative,158.7
20580,gold,"22 Фианит круг 1,0=0,176; 1 Жемчуг белый 8-8,5=3,378",2.45,17.0,0,925,decorative,157.36
20581,gold,1 Фианит бесцветный Круг 3,2.11,19.5,0,585,decorative,1214.31
20582,gold,1 Топаз swiss Октагон 8*6; 21 Фианит бесцветный Круг 1,2.29,18.0,0,585,decorative,1367.2
20583,gold,"1 Фианит Swarovski Круг 4,00 0,082",1.4,17.5,0,585,decorative,640.18
20584,gold,"1 Фианит Swarovski Круг 4,00 0,082",1.15,17.0,0,585,decorative,847.19
20585,gold,"1 Фианит Swarovski Круг 4,00 0,082",1.44,17.5,0,585,decorative,1060.85
20586,gold,"30 бр 0,09ct 2/3А кр-17; 1 изумруд 0,219ct 5,0*3,0 3/3 Овал",1.64,17.0,0,585,decorative,1580.12
20587,gold,"1 бриллианты 0,121ct 4/5А кр-57",1.5,17.5,0,585,engagement,1726.41
20588,gold,"1 бриллианты 0,121ct 4/5А кр-57",1.43,16.5,0,585,engagement,1675.56
20589,gold,"1 бриллианты 0,121ct 4/5А кр-57",1.44,16.5,0,585,engagement,1682.84
20590,gold,"1 бриллианты 0,121ct 4/5А кр-57",1.46,16.0,1,585,engagement,1697.37
20591,gold,"1 бриллианты 0,121ct 4/5А кр-57",1.46,17.5,0,585,engagement,1697.37
20592,gold,"1 бриллианты 0,121ct 4/5А кр-57",1.51,16.0,0,585,engagement,1733.69
20593,gold,"1 бриллианты 0,121ct 4/5А кр-57",1.38,15.0,0,585,engagement,1639.25
20594,gold,"1 бриллианты 0,121ct 4/5А кр-57",1.48,17.0,0,585,engagement,1711.89
20595,gold,"1 бриллианты 0,121ct 4/5А кр-57",1.49,17.5,0,585,engagement,1719.13
20596,gold,"18 фианит 1,0 Круг",1.89,20.5,0,585,decorative,1296.18
20597,gold,None,2.63,17.5,0,585,decorative,2358.74
20598,gold,None,2.52,18.0,0,585,decorative,2270.07
20599,gold,None,2.55,18.5,0,585,decorative,2292.37
20600,gold,None,2.56,19.0,0,585,decorative,2299.8
20601,gold,1 Бриллиант Кр-57-0.04ct-2/5А 2 Бриллиант Кр-57-0.06ct-2/5А,4.12,17.5,0,585,decorative,3050.16
20602,silver,None,2.88,19.0,0,925,decorative,129.83
20603,silver,None,2.95,18.5,0,925,decorative,129.83
20604,silver,None,8.62,20.0,0,925,decorative,236.45
20605,silver,None,8.76,18.0,0,925,decorative,236.43
20607,silver,None,8.67,17.5,0,925,decorative,236.43
20608,silver,None,8.84,19.5,0,925,decorative,236.47
20609,silver,None,8.99,18.5,0,925,decorative,236.44
20610,silver,None,9.48,19.0,0,925,decorative,236.43
20611,silver,None,8.64,18.5,0,925,decorative,236.39
20612,silver,None,8.77,17.5,0,925,decorative,236.44
20613,silver,None,1.33,18.0,0,925,decorative,68.89
20614,silver,None,1.2,16.5,0,925,decorative,68.26
20616,silver,None,1.21,16.5,0,925,decorative,69.62
20617,silver,"20 Куб. Цирконий кр 1,00",2.25,18.5,0,925,decorative,98.46
20618,silver,"20 Куб. Цирконий кр 1,00",2.26,19.5,0,925,decorative,109.84
20623,silver,None,1.75,18.0,0,925,decorative,68.22
20624,silver,None,4.33,17.0,0,925,decorative,342.42
20625,silver,"13 Куб. Цирконий кр 1,50; 7 Куб. Цирконий кр 3,50",2.39,18.0,0,925,decorative,114.89
20627,silver,None,5.04,19.5,0,925,decorative,155.64
20628,silver,None,5.9,17.0,0,925,decorative,346.39
20629,silver,None,5.9,18.0,0,925,decorative,346.39
20630,silver,None,6.17,18.5,0,925,decorative,346.38
20631,gold,1 Топаз Лондон Груша 6*4; 14 Фианит б/ц Круг 1,1.46,16.5,0,585,decorative,1052.7
20632,gold,"1 Бр Кр 57 3/6А 0,235ct; 8 Бр Кр 57 3/6А 0,115ct; 16 Бр Кр 17 2/3А 0,05ct",1.64,17.5,0,585,engagement,2720.45
20633,gold,"20 бр 0,08ct 2/3А кр-17; 1 изумруд 0,219ct 5,0*3,0 3/3 Овал",1.66,17.5,0,585,decorative,1547.37
20634,gold,"20 бр 0,08ct 2/3А кр-17; 1 изумруд 0,219ct 5,0*3,0 3/3 Овал",1.68,18.0,0,585,decorative,1562.3
20635,gold,"20 бр 0,08ct 2/3А кр-17; 1 изумруд 0,219ct 5,0*3,0 3/3 Овал",1.68,18.5,0,585,decorative,1562.3
20636,gold,"20 бр 0,08ct 2/3А кр-17; 1 изумруд 0,219ct 5,0*3,0 3/3 Овал",1.68,17.5,0,585,decorative,1562.3
20637,gold,"1 Бр Круг 17 0,007 2/3А; 1 0,100 Изумруд нат. Маркиз 5*2,5 3/3; 2 0,147 Изумруд нат. Маркиз 4*2 3/3",2.28,18.5,0,585,decorative,1957.74
20638,gold,"1 Фианит Кр 4,00 0,084;2 Фианит Кр 1,75  0,017;",1.56,17.5,0,585,engagement,1032.7
20641,gold,None,1.71,18.5,0,585,decorative,1634.55
20642,gold,None,1.82,19.0,0,585,decorative,1716.04
20645,silver,None,1.69,16.0,0,925,engagement,73.04
20649,gold,None,2.51,18.0,0,585,decorative,1174.05
20650,gold,"3 Фианит SWAROVSKI  Кр 2; 2 Фианит SWAROVSKI  Кр 3; 1 Фианит SWAROVSKI  Кр 4,5",1.71,16.0,0,585,decorative,807.65
20651,silver,None,4.52,18.5,0,925,decorative,242.36
20652,silver,"1 Фианит Круг 4,5  0,128",1.88,19.0,0,925,decorative,177.25
20653,silver,"1 Фианит Круг 4,5  0,128",1.97,18.0,0,925,decorative,185.77
20654,gold,None,3.02,19.0,0,585,decorative,1331.4
20655,gold,None,3.18,19.5,0,585,decorative,1462.13
20656,gold,None,2.46,16.5,1,585,engagement,3492.68
20657,gold,None,2.46,16.5,0,585,engagement,3492.68
20658,gold,None,2.48,17.0,0,585,engagement,3507.44
20659,gold,None,2.49,17.5,0,585,engagement,3515.01
20660,gold,None,2.55,17.0,0,585,engagement,3559.44
20663,gold,None,1.63,16.5,0,585,engagement,912.8
20666,gold,None,1.8,18.0,0,585,engagement,1008.0
20667,gold,"1 Фианит Кр 5,00 0,158;18 Фианит Кр 1,00 0,031;",1.63,17.0,0,585,engagement,1083.35
20668,gold,"1 Фианит Кр 5,00 0,158;18 Фианит Кр 1,00 0,031;",1.65,17.0,0,585,engagement,1096.64
